fruta,abacate,abacaxi,acerola,ameixa,amora,araticum,banana,bergamota,cacau,caqui,carambola,cereja,cupuaçu,damasco,framboesa,goiaba,graviola,groselha,guaraná,jabuticaba,jamelão,jaracatiá,laranja,limão,mamão,manga,maracujá,melancia,melão,mexerica,mirtilo,morango,nectarina,physalis,pitaia,pitanga,pupunha,pêssego,seriguela,tamarindo,tangerina
cidade,amsterdã,aracaju,atenas,beirute,belém,berlim,bogotá,brasília,bruxelas,budapeste,cabul,cairo,caracas,cuiabá,curitiba,dublin,estocolmo,florianópolis,fortaleza,goiânia,havana,jerusalém,lisboa,londres,luxemburgo,macapá,maceió,madrid,manaus,montevidéu,moscou,nairóbi,natal,palmas,paris,praga,recife,salvador,santiago,teresina,tóquio,viena,vitória,washington
verbo,acontecer,acreditar,agradecer,ajudar,aprender,apresentar,aproveitar,caminhar,começar,conhecer,continuar,conversar,crescer,encontrar,ensinar,entender,entregar,entreter,escolher,escrever,esquecer,estudar,excluir,existir,informar,participar,perguntar,permitir,precisar,procurar,proteger,realizar,resolver,respeitar,responder,terminar,trabalhar
animal,aranha,avestruz,baleia,cachorro,cavalo,cobra,coelho,crocodilo,dinossauro,elefante,flamingo,formiga,gafanhoto,galinha,girafa,golfinho,gorila,guaxinim,hipopótamo,lagartixa,lagarto,libélula,macaco,minhoca,morcego,mosquito,ovelha,pantera,papagaio,peixe,pernilongo,polvo,preguiça,rinoceronte,tartaruga,tubarão,zebra
esporte,atletismo,automobilismo,badminton,basquete,beisebol,boliche,canoagem,capoeira,crossfit,esgrima,fisiculturismo,futebolfutevôlei,futsal,ginástica,golfe,handebol,hipismo,hóquei,karatê,motociclismo,natação,parapente,patinação,skate,surfe,taekwondo,triathlon,tênis,voleibol,xadrez
profissão,administrador,advogado,agricultor,arqueólogo,arquiteto,arquivologista,biomédico,bioquímico,contabilista,dançarino,dentista,designer,ecologista,economista,enfermeiro,engenheiro,estatístico,esteticista,farmacêutico,filósofo,fisioterapeuta,fonoaudiólogo,fotógrafo,geofísico,geógrafo,geólogo,historiador,jornalista,linguista,matemático,meteorologista,médico,músico,nutricionista,oceanógrafo,professor,psicólogo,publicitário,sociólogo,veterinário,zootecnólogo
